PROPERTY ID (T/WCAD),Food_Permit_Number,Food_Permit_Area,Name,Street,PERMIT SUBTYPE,SERVICE TYPE,Food_Permit_Year,Location 1,STREET NUMBER,Street Name,STREET DIRECTION,STREET SUFFIX,SUITE,OWNER NAME,OWNER MAILING ADDRESS,OWNER MAILING CITY,OWNER MAILING STATE,OWNER MAILING ZIP,FIXED FOOD TYPE
,2015087760 FP,3100,Dia's Market,"812 Justin Ln
Austin, Tx 78757
(30.337167, -97.72051)",Retail Food,,10/01/2018,"812 JUSTIN LN
AUSTIN, TX 78757
(30.337167, -97.72051)",812,"JUSTIN
",,LN,,DAVID HOPPER,1200 CHOQUETTE DR,AUSTIN,TEXAS,78757,Supermarket
,2016045841 FP,3900,"Snooze, an A.M. Eatery","1700 S Lamar Blvd Bunit 301
Austin, Tx 78704
(30.250877, -97.765509)",Food Service,Seated,10/01/2018,"1700 S LAMAR BLVD Bunit 301
AUSTIN, TX 78704
(30.250877, -97.765509)",1700,"LAMAR
",S ,BLVD,Bunit 301,"SNOOZETOWN, LLC","3001 BRIGHTON BLVD., STE. 303",DENVER,CO,80216,General Food Service
,2005009055 FP,3900,Austin's Pizza,"2324 Guadalupe St
Austin, Tx 78705
(30.286939, -97.741674)",Food Service,Seated,10/01/2018,"2324 GUADALUPE ST
AUSTIN, TX 78705
(30.286939, -97.741674)",2324,"GUADALUPE
",,ST,,INDEX HOSPITALITY,2222 RIO GRANDE BLDG B STE 110,AUSTIN,TX,78705,Restaurant
multiple,2013015272 FP,3340,Chicken Express,"8300 N Fm 620 Rd Bldg H
Austin, Tx 78726
(30.45313, -97.8277)",Food Service,,10/01/2018,"8300 N FM 620 RD Bldg H
AUSTIN, TX 78726
(30.45313, -97.8277)",8300,"FM 620
",N ,RD,Bldg H,AUSTIN CHICKEN LLC/ DWAYNE BRUNER,3429 MULBERRY CREEK DR.,AUSTIN,TEXAS,78732,General Food Service
,2013018528 FP,3200,"Nook, The","309 E 6Th St
Austin, Tx 78701
(30.267266, -97.739986)",Food Service,Seated,10/01/2018,"309 E 6TH ST
AUSTIN, TX 78701
(30.267266, -97.739986)",309,"6TH
(30.10566, -94.16522)",E ,ST,,THE NOOK LLC ATTN: JAMES DUNN,3512 BANKSIDE STREET,AUSTIN,TEXAS,78748,Bar-beverages only
,2014118725 FP,3050,Austin Java - City Hall,"301 W 2Nd St Unit 100
Austin, Tx 78701
(30.265075, -97.746955)",Food Service,,10/01/2018,"301 W 2ND ST Unit 100
AUSTIN, TX 78701
(30.265075, -97.746955)",301,"2ND
(42.691937, -73.966049)",W ,ST,Unit 100,AUSTIN JAVA,1710 EVERGREEN AVE,AUSTIN,TEXAS,78704,General Food Service
,2014125410 FP,3000,Poppy,"209 E Ben White Blvd Eb Unit 114
Austin, Tx 78745
(30.221165, -97.761862)",Retail Food,,10/01/2018,"209 E BEN WHITE BLVD EB Unit 114
AUSTIN, TX 78745
(30.221165, -97.761862)",209,"BEN WHITE BLVD
",E ,EB,Unit 114,COME TO POPPY! LLC,507 SABINE # 305,AUSTIN,TEXAS,78701,
,2015122544 FP,3726,Burger King # 17526,"2500 E Riverside Dr
Austin, Tx 78741
(30.234977, -97.723795)",Food Service,,10/01/2018,"2500 E RIVERSIDE DR
AUSTIN, TX 78741
(30.234977, -97.723795)",2500,"RIVERSIDE
",E ,DR,,FRIES RESTAURANT MANAGEMENT LLC,P O BOX 59924,DALLAS,TEXAS,75229,General Food Service
,2011027626 FP,3000,Flour And Vine,"300 S Lamar Blvd Unit A
Austin, Tx 78704
(30.262652, -97.757961)",Food Service,,10/01/2018,"300 S LAMAR BLVD Unit A
AUSTIN, TX 78704
(30.262652, -97.757961)",300,"LAMAR
",S ,BLVD,Unit A,SAI SEVEN HILL LLC,"300 S. LAMAR, SUITE A",AUSTIN,TEXAS,78704,Restaurant
,2011077015 FP,3353,Brookdale Northwest Hills,"5715 Mesa Dr
Austin, Tx 78731
(30.341898, -97.769787)",Food Service,Seated,10/01/2018,"5715 MESA DR
AUSTIN, TX 78731
(30.341898, -97.769787)",5715,"MESA
",,DR,,"BROOKDALE NORTHWEST HILLS, LLC",5715 MESA DR,AUSTIN,TX,78731,Nursing Home
,2006008769 FP,3000,Mc Donalds,"303 E Oltorf St
Austin, Tx 78704
(30.237844, -97.752011)",Food Service,Seated,10/01/2018,"303 E OLTORF ST
AUSTIN, TX 78704
(30.237844, -97.752011)",303,"OLTORF
",E ,ST,,JAMES M BENTON,5508 W HWY 290 #201,AUSTIN,TX,78735,Restaurant
,2005003403 FP,3986,Taco Cabana #140,"6430 S Ih 35 Svrd Sb
Austin, Tx 78745
(30.19178, -97.769997)",Food Service,Seated,10/01/2018,"6430 S IH 35 SVRD SB
AUSTIN, TX 78745
(30.19178, -97.769997)",6430,"IH 35 SVRD
",S ,SB,,TACO CABANA LGL DEPT,8918 TESORO DR #200,SAN ANTONIO,TX,78217,Restaurant
,2006004033 FP,3500,Sullivan's,"300 Colorado St
Austin, Tx 78701
(30.265901, -97.745071)",Food Service,Seated,10/01/2018,"300 COLORADO ST
AUSTIN, TX 78701
(30.265901, -97.745071)",300,"COLORADO
",,ST,,SULLIVAN'S-AUSTIN LP,920 S KIMBALL AVE STE 100/LICENSING,SOUTHLAKE,TX,76092,Restaurant
,2016048672 FP,3427,"Texas New Leaf, LLC.","11711 N Lamar Blvd
Austin, Tx 78753
(30.387678, -97.683604)",Food Service,,10/01/2018,"11711 N LAMAR BLVD
AUSTIN, TX 78753
(30.387678, -97.683604)",11711,"LAMAR
",N ,BLVD,,C/O RENA CANTRELL,11711 N LAMAR BLVD,AUSTIN,TEXAS,78753,Other
,2014103366 FP,3250,Vivo,"6406 N Ih 35 Svrd Sb Unit 2343
Austin, Tx 78752
(30.325374, -97.707046)",Food Service,,10/01/2018,"6406 N IH 35 SVRD SB Unit 2343
AUSTIN, TX 78752
(30.325374, -97.707046)",6406,"IH 35 SVRD
",N ,SB,Unit 2343,VIVO - REMI-NEWTON GROUP,6406 N I35 # 2343,AUSTIN,TEXAS,78752,General Food Service
,2006003466 FP,4000,Abiding Love Lutheran Child,"4612 Convict Hill Rd
Austin, Tx 78749
(30.217423, -97.847021)",Food Service,Cafeteria/Buffet,10/01/2018,"4612 CONVICT HILL RD
AUSTIN, TX 78749
(30.217423, -97.847021)",4612,"CONVICT HILL
",,RD,,ABIDING LOVE LUTHERAN CHURCH,7210 BRUSH COUNTRY RD,AUSTIN,TX,78749,Child Care
,2009072415 FP,3583,Star Bar,"600 W 6Th St
Austin, Tx 78701
(30.269677, -97.748599)",Food Service,Seated,10/01/2018,"600 W 6TH ST
AUSTIN, TX 78701
(30.269677, -97.748599)",600,"6TH
(30.10566, -94.16522)",W ,ST,,WL STAR BAR LLC,801 SPRINGDALE RD.,AUSTIN,TX,78702,Bar
,2006000216 FP,3500,Denny's #686,"7100 N Ih 35 Svrd Sb
Austin, Tx 78752
(30.332582, -97.704761)",Food Service,Seated,10/01/2018,"7100 N IH 35 SVRD SB
AUSTIN, TX 78752
(30.332582, -97.704761)",7100,"IH 35 SVRD
",N ,SB,,DENNY'S INC.- ATTN: LISA LACEY,203 E. MAIN ST,SPARTANBURG,SC,29319,Restaurant
,2013006766 FP,3245,"Thai, How Are You? Thai Food & Sushi","2100 Guadalupe St Unit 2100A
Austin, Tx 78705
(30.284019, -97.74194)",Food Service,,10/01/2018,"2100 GUADALUPE ST Unit 2100A
AUSTIN, TX 78705
(30.284019, -97.74194)",2100,"GUADALUPE
",,ST,Unit 2100A,"SUKKIJ FOOD SERVICE,LLC",2100-A GUADALUPE ST.,AUSTIN,TEXAS,78705,General Food Service
,2013073479 FP,3600,"A Taste of Chocolate, LLC","1606 W Stassney Ln Unit 1
Austin, Tx 78745
(30.213367, -97.793265)",Food Service,Caterer,10/01/2018,"1606 W STASSNEY LN Unit 1
AUSTIN, TX 78745
(30.213367, -97.793265)",1606,"STASSNEY
",W ,LN,Unit 1,LETICIA D BENAVIDES,9007 WAGTAIL DR,AUSTIN,TEXAS,78748,Other
,2006003811 FP,3000,Curras Grill,"614 E Oltorf St
Austin, Tx 78704
(30.236826, -97.74953)",Food Service,Seated,10/01/2018,"614 E OLTORF ST
AUSTIN, TX 78704
(30.236826, -97.74953)",614,"OLTORF
",E ,ST,,JORGE B. GARCIA,614 E. OLTORF DR.,AUSTIN,TX,78704,Restaurant
,2005002062 FP,3950,Seton Northwest Hospital,"11113 Research Blvd Nb
Austin, Tx 78759
(30.40482, -97.74501)",Food Service,Cafeteria/Buff,10/01/2018,"11113 RESEARCH BLVD NB
AUSTIN, TX 78759
(30.40482, -97.74501)",11113,"RESEARCH BLVD
",,NB,,LARRY TABBERT,11113 RESEARCH BLVD,AUSTIN,TX,78759,"Rest,Restrict"
,2014067725 FP,3800,Mangia Pizza,"12001 Burnet Rd Unit D
Austin, Tx 78758
(30.408056, -97.713626)",Food Service,,10/01/2018,"12001 BURNET RD Unit D
AUSTIN, TX 78758
(30.408056, -97.713626)",12001,"BURNET
",,RD,Unit D,MANGIA GRACY FARMS,12001 BURNET RD STE D,AUSTIN,TEXAS,78758,General Food Service
,2006003242 FP,3940,Star of India Rest.&Bar,"2900 W Anderson Ln
Austin, Tx 78757
(30.35958, -97.737925)",Food Service,Seated,10/01/2018,"2900 W ANDERSON LN
AUSTIN, TX 78757
(30.35958, -97.737925)",2900,"ANDERSON
",W ,LN,,VIR SINGH,2900 W. ANDERSON LN. #12D,AUSTIN,TX,78757,Restaurant
,2015107009 FP,3113,Raku Sushi Restaurant,"2222 Rio Grande St Bunit 100
Austin, Tx 78705
(30.286839, -97.744777)",Food Service,Seated,10/01/2018,"2222 RIO GRANDE ST Bunit 100
AUSTIN, TX 78705
(30.286839, -97.744777)",2222,"RIO GRANDE
",,ST,Bunit 100,AMERICAN RAKU INC,"2222 RIO GRANDE, #100",AUSTIN,TEXAS,78705,General Food Service
,2005008612 FP,3050,Taverna,"258 W 2Nd St
Austin, Tx 78701
(30.264926, -97.746409)",Food Service,Seated,10/01/2018,"258 W 2ND ST
AUSTIN, TX 78701
(30.264926, -97.746409)",258,"2ND
(42.691937, -73.966049)",W ,ST,,ALBERTO LOMBARDI,3100 MONTICELLO AVE. STE #325,DALLAS,TX,75205,Restaurant
,2016044510 FP,3000,7-Eleven Convenience Store #36015H,"2408 San Gabriel St
Austin, Tx 78705
(30.288835, -97.74775)",Retail Food,,10/01/2018,"2408 SAN GABRIEL ST
AUSTIN, TX 78705
(30.288835, -97.74775)",2408,"SAN GABRIEL
",,ST,,ATTN: LICENSING,P.O. BOX 219088,DALLAS,TEXAS,75221,Convenience Store
,2014108630 FP,3600,Juice Society Inc.,"1606 W Stassney Ln Unit 1
Austin, Tx 78745
(30.213367, -97.793265)",Food Products,,10/01/2018,"1606 W STASSNEY LN Unit 1
AUSTIN, TX 78745
(30.213367, -97.793265)",1606,"STASSNEY
",W ,LN,Unit 1,JUICE SOCIETY INC.,"111 SANDRA MURAIDA WAY, STE. 11J",AUSTIN,TEXAS,78703,Manufacturing
,2006009256 FP,3100,"Market, The","117 W 4Th St
Austin, Tx 78701
(30.266505, -97.744599)",Food Service,Seated,10/01/2018,"117 W 4TH ST
AUSTIN, TX 78701
(30.266505, -97.744599)",117,"4TH
(41.652949, -83.532156)",W ,ST,,CHRISTOPHER RUHLING,319 COLORADO ST,AUSTIN,TX,78701,Bar
,2013109449 FP,3000,Odd Duck,"1201 S Lamar Blvd
Austin, Tx 78704
(30.254881, -97.762226)",Food Service,Seated,10/01/2018,"1201 S LAMAR BLVD
AUSTIN, TX 78704
(30.254881, -97.762226)",1201,"LAMAR
",S ,BLVD,,GILMASS JAMULEY LLC,1201 S. LAMAR BLVD,AUSTIN,TEXAS,78704,General Food Service
,2010041648 FP,3341,Gusto Italian Kitchen and Wine Bar,"4800 Burnet Rd
Austin, Tx 78756
(30.318803, -97.739443)",Food Service,Seated,10/01/2018,"4800 BURNET RD
AUSTIN, TX 78756
(30.318803, -97.739443)",4800,"BURNET
",,RD,,"MI ENCANTO ENTERPRISES, LLC",1013 W. 34TH ST.,AUSTIN,TEXAS,78705,Restaurant
,2005003309 FP,4000,Taco Cabana #129,"2507 E Riverside Dr
Austin, Tx 78741
(30.234087, -97.723819)",Food Service,Seated,10/01/2018,"2507 E RIVERSIDE DR
AUSTIN, TX 78741
(30.234087, -97.723819)",2507,"RIVERSIDE
",E ,DR,,TACO CABANA LGL DEPT,8918 TESORO DR #200,SAN ANTONIO,TX,78217,Restaurant
104330,2006007204 FP,3013,Nordstrom's Cafe Bistro,"2901 S Capital Of Texas Hwy Nb
Austin, Tx 78746
(30.254658, -97.809462)",Food Service,Seated,10/01/2018,"2901 S CAPITAL OF TEXAS HWY NB
AUSTIN, TX 78746
(30.254658, -97.809462)",2901,"CAPITAL OF TEXAS HWY
",S ,NB,,"NORDSTROM,  INC.",1600 7TH AVE. STE 2500,SEATTLE,WA,98101,Restaurant
,2005006439 FP,3800,McDonald's  #6196,"500 W William Cannon Dr
Austin, Tx 78745
(30.196481, -97.786239)",Food Service,Seated,10/01/2018,"500 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.196481, -97.786239)",500,"WILLIAM CANNON
",W ,DR,,JAMES BENTON,"5508 HWY 290 WEST, #201",AUSTIN,TX,78735,Restaurant
809692,2013123752 FP,3000,Whole Foods Market - Meat Department,"11920 Domain Dr
Austin, Tx 78758
(30.40557, -97.720877)",Retail Food,,10/01/2018,"11920 DOMAIN DR
AUSTIN, TX 78758
(30.40557, -97.720877)",11920,"DOMAIN
",,DR,,ATTN: LICENSING TEAM,P O BOX 684786,AUSTIN,TEXAS,78768-4786,Supermarket
,2006002610 FP,3000,Our Savior Lutheran Child Care,"1513 E Yager Ln
Austin, Tx 78753
(30.387645, -97.652096)",Food Service,Cafeteria/Buff,10/01/2018,"1513 E YAGER LN
AUSTIN, TX 78753
(30.387645, -97.652096)",1513,"YAGER
",E ,LN,,DOROTHY MAASS,1513 E YAGER LANE,AUSTIN,TX,78753,Child Care
,2015129916 FP,3000,Gandhi Bazar-Avery Ranch,"14900 Avery Ranch Blvd Bunit 150
Austin, Tx 78717
(30.497642, -97.777127)",Food Service,,10/01/2018,"14900 AVERY RANCH BLVD Bunit 150
AUSTIN, TX 78717
(30.497642, -97.777127)",14900,"AVERY RANCH
",,BLVD,Bunit 150,"GB MARKET, LLC",9611 TREE BEND DR,AUSTIN,TEXAS,78750,Other
,2012102129 FP,3800,Star of Texas Inn,"2109 Rio Grande St
Austin, Tx 78705
(30.284812, -97.744981)",Food Service,,10/01/2018,"2109 RIO GRANDE ST
AUSTIN, TX 78705
(30.284812, -97.744981)",2109,"RIO GRANDE
",,ST,,"EMPIRE BED AND BREAKFAST,LLC",2109 RIO GRANDE,AUSTIN,TEXAS,78703,Other
,2006002647 FP,3000,Child Inc - South Austin,"2508 Durwood St
Austin, Tx 78704
(30.238966, -97.759315)",Food Service,Seated,10/01/2018,"2508 DURWOOD ST
AUSTIN, TX 78704
(30.238966, -97.759315)",2508,"DURWOOD
",,ST,,CHILD INC.,818 E 53RD STREET,AUSTIN,TX,78751,Child Care
,2005008472 FP,3910,Pizza Hut,"2021 E Riverside Dr
Austin, Tx 78741
(30.24035, -97.727217)",Food Service,Seated,10/01/2018,"2021 E RIVERSIDE DR
AUSTIN, TX 78741
(30.24035, -97.727217)",2021,"RIVERSIDE
",E ,DR,,HEART OF TX PIZZA LP,7700 E. POLO,WICHITA,KS,67206,Restaurant
,2011094734 FP,3100,Ridgeoak Living Community,"6404 Ridge Oak Rd
Austin 78749
(30.231379, -97.858381)",Food Service,Seated,10/01/2018,"6404 RIDGE OAK RD
AUSTIN 78749
(30.231379, -97.858381)",6404,"RIDGE OAK
",,RD,,DAVID SEATON,6404 RIDGE OAK ROAD,AUSTIN,TEXAS,7849,Other
,2015092874 FP,3200,Hyderabad House,"11150 Research Blvd Sb Unit 210A
Austin, Tx 78759
(30.407225, -97.745609)",Food Service,Seated,10/01/2018,"11150 RESEARCH BLVD SB Unit 210A
AUSTIN, TX 78759
(30.407225, -97.745609)",11150,"RESEARCH BLVD
",,SB,Unit 210A,VENKATESHWARA SREE LAKSHMI LLC,3904 VINAPOLO DR.,BEE CAVES,TEXAS,78738,General Food Service
,2011012991 FP,3000,JJ Food Mart,"1921 Cedar Bend Dr Bldg C
Austin, Tx 78758
(30.408523, -97.698171)",Retail Food,,10/01/2018,"1921 CEDAR BEND DR Bldg C
AUSTIN, TX 78758
(30.408523, -97.698171)",1921,"CEDAR BEND
",,DR,Bldg C,"CANDY STORES, INC.",1921 CEDAR BEND DR. BLDG C #101,AUSTIN,TEXAS,78758,Convenience Store
,2015004541 FP,3674,Fresh Plus,"2401 San Gabriel St Unit 200
Austin, Tx 78705
(30.288452, -97.747786)",Retail Food,,10/01/2018,"2401 SAN GABRIEL ST Unit 200
AUSTIN, TX 78705
(30.288452, -97.747786)",2401,"SAN GABRIEL
",,ST,Unit 200,FRESH PLUS,P.O. BOX 9966,AUSTIN,TEXAS,78766,Supermarket
,2010090173 FP,3900,"Rooftop on Sixth, The","403 E 6Th St Bunit 2
Austin, Tx 78701
(30.267029, -97.739106)",Food Service,,10/01/2018,"403 E 6TH ST Bunit 2
AUSTIN, TX 78701
(30.267029, -97.739106)",403,"6TH
(30.10566, -94.16522)",E ,ST,Bunit 2,BRANDON CASH,403 E 6TH ST STE B2,AUSTIN,TEXAS,78701,Bar
,2006001692 FP,3250,Parkfield One Stop Food Mart,"9436 Parkfield Dr
Austin, Tx 78758
(30.368752, -97.705684)",Retail Food,,10/01/2018,"9436 PARKFIELD DR
AUSTIN, TX 78758
(30.368752, -97.705684)",9436,"PARKFIELD
",,DR,,ZULFIQAR ALI,9436 PARKFIELD DR,AUSTIN,TX,78758,102
,2008085093 FP,3300,Sodexo @ Bae Systems-Unit 27,"6500 Tracor Ln Bldg 27
Austin, Tx 78725
(30.277173, -97.661185)",Food Service,,10/01/2018,"6500 TRACOR LN Bldg 27
AUSTIN, TX 78725
(30.277173, -97.661185)",6500,"TRACOR
",,LN,Bldg 27,"SODEXO SERVICES OF TX, LLP.",PO BOX 352,BUFFALO,NY,14240,Other
,2014035130 FP,3400,Wendy's W120,"1425 W Wells Branch Pkwy
Austin, Tx 78660
(30.441034, -97.664286)",Food Service,,10/01/2018,"1425 W WELLS BRANCH PKWY
AUSTIN, TX 78660
(30.441034, -97.664286)",1425,"WELLS BRANCH
",W ,PKWY,,HAZA FOODS LLC,4415 HIGHWAY 6,SUGARLAND,TEXAS,77478,General Food Service
,2015031525 FP,3500,Shake Shack South Lamar Austin,"1100 S Lamar Blvd Unit 2100
Austin, Tx 78704
(30.255454, -97.761872)",Food Service,Seated,10/01/2018,"1100 S LAMAR BLVD Unit 2100
AUSTIN, TX 78704
(30.255454, -97.761872)",1100,"LAMAR
",S ,BLVD,Unit 2100,SHAKE SHACK ENTERPRISES LLC,"24 UNION SQUARE E, 5TH FLOOR",NEW YORK,NY,10003,General Food Service
,2006001597 FP,3000,24 Diner,"600 N Lamar Blvd
Austin, Tx 78703
(30.271744, -97.753872)",Food Service,Seated,10/01/2018,"600 N LAMAR BLVD
AUSTIN, TX 78703
(30.271744, -97.753872)",600,"LAMAR
",N ,BLVD,,WATERLOO RESTAURANT GROUP,1106 W. 38TH STE. 200,AUSTIN,TX,78705,Restaurant
,2008034324 FP,3200,La Familia Mexican Market,"8540 Research Blvd Sb
Austin, Tx 78757
(30.360701, -97.716962)",Retail Food,,10/01/2018,"8540 RESEARCH BLVD SB
AUSTIN, TX 78757
(30.360701, -97.716962)",8540,"RESEARCH BLVD
",,SB,,ABUJARALI MAKNOJIYA,8540 RESEARCH BLVD,AUSTIN,TEXAS,78758,Supermarket
,2009017045 FP,3200,Tender Memories Learning Center,"308 W Stassney Ln
Austin, Tx 78745
(30.206706, -97.77795)",Food Service,Seated,10/01/2018,"308 W STASSNEY LN
AUSTIN, TX 78745
(30.206706, -97.77795)",308,"STASSNEY
",W ,LN,,TENDER MEMORIES,308 W. STASSNEY LN,AUSTIN,TEXAS,78745,Child Care
,2006001209 FP,3500,Cisco's Bakery & Coffee Shop,"1511 E 6Th St
Austin, Tx 78702
(30.263118, -97.726742)",Food Service,Seated,10/01/2018,"1511 E 6TH ST
AUSTIN, TX 78702
(30.263118, -97.726742)",1511,"6TH
(30.10566, -94.16522)",E ,ST,,CLOVIS CISNEROS,1511 E 6TH ST,AUSTIN,TX,78702,Restaurant
,2015122507 FP,3900,Burger King # 9353,"5033 W Us 290 Hwy Svrd Eb
Austin, Tx 78749
(30.220695, -97.85117)",Food Service,,10/01/2018,"5033 W US 290 HWY SVRD EB
AUSTIN, TX 78749
(30.220695, -97.85117)",5033,"US 290 HWY SVRD
",W ,EB,,FRIES RESTAURANT MANAGEMENT LLC,P O BOX 59924,DALLAS,TEXAS,75229,General Food Service
,2011046440 FP,3500,Lavaca Teppan,"1712 Lavaca St
Austin, Tx 78701
(30.279915, -97.741034)",Food Service,Seated,10/01/2018,"1712 LAVACA ST
AUSTIN, TX 78701
(30.279915, -97.741034)",1712,"LAVACA
",,ST,,"ICHIBAN, INC.",1712 LAVACA STREET,AUSTIN,TEXAS,78701,Restaurant
,2011048121 FP,3500,7-Eleven #12702,"1747 E Oltorf St
Austin, Tx 78741
(30.232403, -97.73718)",Retail Food,,10/01/2018,"1747 E OLTORF ST
AUSTIN, TX 78741
(30.232403, -97.73718)",1747,"OLTORF
",E ,ST,,"DEVKI FOOD & GAS, INC.",513 WHISTLERS WALK,CEDAR PARK,TEXAS,78613,Convenience Store
,2014033227 FP,3400,Wendy's #W128,"5000 W Slaughter Ln
Austin, Tx 78749
(30.200068, -97.864283)",Food Service,Seated,10/01/2018,"5000 W SLAUGHTER LN
AUSTIN, TX 78749
(30.200068, -97.864283)",5000,"SLAUGHTER
",W ,LN,,HAZA FOODS LLC,4415 HIGHWAY 6,SUGARLAND,TEXAS,77478,General Food Service
,2005006929 FP,3792,Appletree Learning Center,"4630 West Gate Blvd
Austin, Tx 78745
(30.229788, -97.801023)",Food Service,Cafeteria/Buff,10/01/2018,"4630 WEST GATE BLVD
AUSTIN, TX 78745
(30.229788, -97.801023)",4630,"WEST GATE
",,BLVD,,ROBERT C HOLT,4630 WEST GATE BLVD,AUSTIN,TX,78745,Child Care
R066170,2010065495 FP,3500,Nicholson Early Childhood Education Center,"12233 N Fm 620 Rd
Austin, Tx 78750
(30.4544, -97.8267)",Food Service,Seated,10/01/2018,"12233 N FM 620 RD
AUSTIN, TX 78750
(30.4544, -97.8267)",12233,"FM 620
",N ,RD,,SHELLEY NICHOLSON,"12233 N FM 620 RD., STE 201",AUSTIN,TEXAS,78750,Child Care
,2012019853 FP,3000,Monte Carlo Market,"408 E Rundberg Ln
Austin 78753
(30.359462, -97.690551)",Retail Food,,10/01/2018,"408 E RUNDBERG LN
AUSTIN 78753
(30.359462, -97.690551)",408,"RUNDBERG
",E ,LN,,"ARHAN,LLC",408 E RUNDBERG LN,AUSTIN,TEXAS,78753,Convenience Store
,2012120799 FP,3300,Freedmen's,"2402 San Gabriel St
Austin, Tx 78705
(30.288433, -97.747788)",Food Service,Seated,10/01/2018,"2402 SAN GABRIEL ST
AUSTIN, TX 78705
(30.288433, -97.747788)",2402,"SAN GABRIEL
",,ST,,FREEDMEN'S LLC,2402 SAN GABRIEL ST,AUSTIN,TEXAS,78705,General Food Service
,2006005219 FP,3000,Monte Siesta Nursing& Rehab,"4501 Dudmar Dr
Austin, Tx 78735
(30.236198, -97.805433)",Food Service,Seated,10/01/2018,"4501 DUDMAR DR
AUSTIN, TX 78735
(30.236198, -97.805433)",4501,"DUDMAR
",,DR,,CHARTESE BANKHEAD,4501 DUDMAR DR,AUSTIN,TX,78735,Nursing Home
,2016057865 FP,3077,Musashino Sushi Dokoro,"2905 San Gabriel St Unit 200
Austin, Tx 78705
(30.298223, -97.74751)",Food Service,,10/01/2018,"2905 SAN GABRIEL ST Unit 200
AUSTIN, TX 78705
(30.298223, -97.74751)",2905,"SAN GABRIEL
",,ST,Unit 200,MUSASHINO SUSHI DOKORO,2905 SAN GABRIEL ST. STE 200,AUSTIN,TEXAS,78705,General Food Service
,2005000990 FP,3000,Manuel's,"310 Congress Ave
Austin, Tx 78701
(30.265708, -97.743662)",Food Service,Seated,10/01/2018,"310 CONGRESS AVE
AUSTIN, TX 78701
(30.265708, -97.743662)",310,"CONGRESS
",,AVE,,AHMAD MODONI,310 CONGRESS AVE,AUSTIN,TX,78701,Restaurant
,2012051387 FP,3600,K1 Speed,"2500 Mc Hale Ct
Austin, Tx 78758
(30.384986, -97.721943)",Food Service,Seated,10/01/2018,"2500 MC HALE CT
AUSTIN, TX 78758
(30.384986, -97.721943)",2500,"MC HALE
",,CT,,K1 SPEED,17221 VON KARMAN AVE,IRVINE,CA,92614,Other
,2005001830 FP,3000,Tres Amigos,"7535 E Us 290 Hwy Eb
Austin, Tx 78723
(30.324514, -97.674421)",Food Service,Seated,10/01/2018,"7535 E US 290 HWY EB
AUSTIN, TX 78723
(30.324514, -97.674421)",7535,"US 290 HWY
",E ,EB,,ROBERT BUSLETT,"6705 HWY 290 W., STE. 502, BOX 291",AUSTIN,TX,78735,Restaurant
,2005004258 FP,3315,Culver's,"3424 W William Cannon Dr
Austin, Tx 78745
(30.213457, -97.829424)",Food Service,Seated,10/01/2018,"3424 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.213457, -97.829424)",3424,"WILLIAM CANNON
",W ,DR,,ED AND ELAINE FICK,3424 W WM. CANNON DR.,AUSTIN,TX,78748,Restaurant
,2014122102 FP,3500,College Roadhouse LLC,"9515 N Lamar Blvd Unit 230
Austin, Tx 78753
(30.365139, -97.695848)",Food Service,,10/01/2018,"9515 N LAMAR BLVD Unit 230
AUSTIN, TX 78753
(30.365139, -97.695848)",9515,"LAMAR
",N ,BLVD,Unit 230,COLLEGE ROADHOUSE LLC,14823 CALAVERAS DR.,AUSTIN,TEXAS,78717,General Food Service
,2011070686 FP,3000,Hai Ky,"3808 Spicewood Springs Rd
Austin, Tx 78759
(30.364831, -97.749586)",Food Service,Seated,10/01/2018,"3808 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.364831, -97.749586)",3808,"SPICEWOOD SPRINGS
",,RD,,"ATXHK4, LLC",2605 WILSON STREET,AUSTIN,TEXAS,78704,General Food Service
,2016045888 FP,3500,Austin Pierogi,"8309 Research Blvd Unit B
Austin, Tx 78758
(30.356189, -97.715224)",Food Service,,10/01/2018,"8309 RESEARCH BLVD Unit B
AUSTIN, TX 78758
(30.356189, -97.715224)",8309,"RESEARCH
",,BLVD,Unit B,POLISH GOURMET LLC,"400 W. ST. ELMO RD., APT. 131",AUSTIN,TEXAS,78745,Other
,2008042489 FP,3200,7-Eleven Convenience Store #24008,"5101 N Lamar Blvd
Austin, Tx 78751
(30.318946, -97.730735)",Retail Food,,10/01/2018,"5101 N LAMAR BLVD
AUSTIN, TX 78751
(30.318946, -97.730735)",5101,"LAMAR
",N ,BLVD,,COLETTE KAPOOR,10709 COPPER BASIN COVE,AUSTIN,TEXAS,78717,Convenience Store
,2010015309 FP,3655,"Tavern, The","922 W 12Th St
Austin, Tx 78703
(30.276806, -97.751192)",Food Service,Seated,10/01/2018,"922 W 12TH ST
AUSTIN, TX 78703
(30.276806, -97.751192)",922,"12TH
(32.40623, -87.04958)",W ,ST,,"TAVERN AUSTIN BEV. CO., LLC/ ELLIS WINSTANLEY",2815 MANOR RD.,AUSTIN,TX,78722,Restaurant
